,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
19,21,inform_Sam,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie inform Sam that X happened?,14,F,James,Cynthia,C,0.74,2559,33
20,22,say,4,X happened,M,Olivia has two small children,factL,Did Jerry say that X happened?,4,M,Steven,Ronald,C,0.39,4747,33
21,23,see,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca see that X happened?,15,F,Karen,Julie,NonProj,0.35,19308,33
22,24,acknowledge,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon acknowledge that X happened?,16,F,Lisa,Shirley,C,0.64,9377,33
23,25,know,19,X happened,M,Jon lives 10 miles away from work,factL,Does Ruth know that X happened?,19,F,Matthew,Melissa,NonProj,0.74,7690,33
24,26,suggest,9,X happened,F,Grace hates her sister,factL,Did Andrew suggest that X happened?,9,M,Elizabeth,Jacob,C,0.53,2515,33
25,27,admit,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben admit that X happened?,5,M,Christopher,Larry,C,0.65,2937,33
0,2,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Richard,NA,control,0.87,1900,34
1,3,see,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa see that X happened?,12,F,Mark,Angela,NonProj,0.9,1416,34
2,4,be_right_that,16,X happened,F,Josh is a 5-year old boy,factH,Is Sharon right that X happened?,16,F,Michelle,Joyce,C,0.28,1169,34
3,5,announce,13,X happened,F,Jackson is obese,factL,Did Laura announce that X happened?,13,F,Sandra,Janet,C,0.76,1018,34
4,6,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Elizabeth,NA,control,0.41,856,34
5,7,discover,3,X happened,F,Emma is in law school,factH,Did Justin discover that X happened?,3,M,Nancy,Kevin,NonProj,0.75,968,34
6,8,confess,15,X happened,M,Tony really likes to party with his friends,factH,Did Rebecca confess that X happened?,15,F,Paul,Kathleen,C,0.37,959,34
7,9,know,17,X happened,F,Owen lives in New Orleans,factL,Does Cynthia know that X happened?,17,F,Elizabeth,Stephanie,NonProj,0.77,2025,34
8,10,say,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth say that X happened?,19,F,Margaret,Nicole,C,0.89,1047,34
9,11,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Margaret,NA,control,0.71,977,34
10,12,prove,6,X happened,M,Mia is a college student,factH,Did Ray prove that X happened?,6,M,Christopher,Andrew,C,0.77,1623,34
11,13,demonstrate,10,X happened,M,Zoe is 5 years old,factL,Did Tim demonstrate that X happened?,10,M,Kenneth,Jacob,C,0.87,2289,34
12,14,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,George,NA,control,0.67,1408,34
13,15,suggest,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin suggest that X happened?,7,M,Lisa,Alexander,C,0.79,1103,34
14,16,pretend,9,X happened,F,Grace hates her sister,factL,Did Andrew pretend that X happened?,9,M,Linda,Jeffrey,NonProj,0.72,1952,34
15,17,confirm,5,X happened,F,Sophia is a hipster,factH,Did Ben confirm that X happened?,5,M,Susan,Ronald,C,0.81,1086,34
16,18,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Kimberly,NA,control,0.44,1017,34
17,19,admit,1,X happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick admit that X happened?,1,M,James,Justin,C,0.69,1008,34
18,20,acknowledge,20,X happened,M,Charley lives in Korea,factL,Did Anna acknowledge that X happened?,20,F,Richard,Melissa,C,0.8,1040,34
19,21,hear,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie hear that X happened?,14,F,Kimberly,Ruth,C,0.56,1319,34
20,22,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Linda,NA,control,0.74,1031,34
21,23,annoyed,4,X happened,M,Olivia has two small children,factL,Is Jerry annoyed that X happened?,4,M,Steven,Tyler,NonProj,0.44,1240,34
22,24,establish,18,X happened,M,Julian is German,factL,Did Kathleen establish that X happened?,18,F,George,Brenda,NonProj,0.6,968,34
23,25,inform_Sam,2,X happened,F,Josie loves France,factH,Did Scott inform Sam that X happened?,2,M,Jessica,Edward,C,0.51,2160,34
24,26,think,11,X happened,F,Danny loves cake,factH,Does Amanda think that X happened?,11,F,Dorothy,Christina,NonProj,0.69,1095,34
25,27,reveal,8,X happened,F,Emily has been saving for a year,factH,Did Brian reveal that X happened?,8,M,Sarah,Larry,NonProj,0.8,1065,34
0,2,annoyed,19,X happened,M,Jon lives 2 blocks away from work,factH,Is Ruth annoyed that X happened?,19,F,Thomas,Laura,NonProj,0.92,3816,35
1,3,announce,5,X happened,M,Sophia is a hipster,factH,Did Ben announce that X happened?,5,M,Steven,Larry,C,0.08,2645,35
2,4,know,8,X happened,F,Emily has been saving for a year,factH,Does Brian know that X happened?,8,M,Ashley,Jeffrey,NonProj,0.91,5646,35
3,5,see,4,X happened,F,Olivia has two small children,factL,Did Jerry see that X happened?,4,M,Jessica,Eric,NonProj,0.9,3727,35
4,6,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Donna,NA,control,0.96,3864,35
5,7,confirm,18,X happened,M,Julian is German,factL,Did Kathleen confirm that X happened?,18,F,Mark,Kathleen,C,0.12,5006,35
6,8,think,15,X happened,F,Tony really likes to party with his friends,factH,Does Rebecca think that X happened?,15,F,Susan,Amy,NonProj,0.06,4209,35
7,9,acknowledge,9,X happened,M,Grace hates her sister,factL,Did Andrew acknowledge that X happened?,9,M,James,Gregory,C,0.25,7558,35
8,10,establish,2,X happened,M,Josie doesn't have a passport,factL,Did Scott establish that X happened?,2,M,George,Ronald,NonProj,0.11,2953,35
9,11,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Mark,NA,control,0.92,4732,35
10,12,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Carol,NA,control,0.98,6375,35
11,13,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,James,NA,control,0.97,4186,35
12,14,be_right_that,12,X happened,F,Frank is allergic to cats,factL,Is Melissa right that X happened?,12,F,Margaret,Anna,C,0.12,4294,35
13,15,say,10,X happened,F,Zoe is 5 years old,factL,Did Tim say that X happened?,10,M,Carol,Brian,C,0.11,2946,35
14,16,confess,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia confess that X happened?,17,F,Linda,Virginia,C,0.23,3891,35
15,17,demonstrate,13,X happened,F,Jackson is obese,factL,Did Laura demonstrate that X happened?,13,F,Dorothy,Diane,C,0.14,4230,35
16,18,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,George,NA,control,0.99,4183,35
17,19,inform_Sam,6,X happened,M,Mia is a college student,factH,Did Ray inform Sam that X happened?,6,M,Robert,Raymond,C,0.83,7051,35
18,20,hear,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon hear that X happened?,16,F,Paul,Brenda,C,0.91,3670,35
19,21,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Margaret,NA,control,0.99,14123,35
20,22,discover,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie discover that X happened?,14,F,David,Rebecca,NonProj,0.99,3726,35
21,23,reveal,20,X happened,F,Charley lives in Korea,factL,Did Anna reveal that X happened?,20,F,Donna,Heather,NonProj,0.76,6286,35
22,24,prove,3,X happened,M,Emma is in first grade,factL,Did Justin prove that X happened?,3,M,William,Kevin,C,0.17,3561,35
23,25,suggest,11,X happened,M,Danny loves cake,factH,Did Amanda suggest that X happened?,11,F,Richard,Shirley,C,0.13,5280,35
24,26,admit,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick admit that X happened?,1,M,Nancy,Patrick,C,0.19,5099,35
25,27,pretend,7,X happened,M,Isabella is from Argentina,factH,Did Kevin pretend that X happened?,7,M,Matthew,Benjamin,NonProj,0.08,4229,35
0,2,admit,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth admit that X happened?,19,F,George,Catherine,C,0.89,2705,36
1,3,establish,18,X happened,F,Julian is German,factL,Did Kathleen establish that X happened?,18,F,Jennifer,Kathleen,NonProj,0.24,2544,36
2,4,pretend,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia pretend that X happened?,17,F,Matthew,Diane,NonProj,0.89,1830,36
3,5,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Elizabeth,NA,control,0.51,2289,36
4,6,demonstrate,12,X happened,M,Frank is allergic to cats,factL,Did Melissa demonstrate that X happened?,12,F,Steven,Angela,C,0.53,1624,36
5,7,prove,8,X happened,M,Emily never has any money,factL,Did Brian prove that X happened?,8,M,Christopher,Nicholas,C,0.91,2576,36
6,8,think,15,X happened,F,Tony really likes to party with his friends,factH,Does Rebecca think that X happened?,15,F,Carol,Virginia,NonProj,0.52,1482,36
7,9,acknowledge,4,X happened,F,Olivia has two small children,factL,Did Jerry acknowledge that X happened?,4,M,Nancy,Jerry,C,0.86,1694,36
8,10,be_right_that,2,X happened,M,Josie loves France,factH,Is Scott right that X happened?,2,M,James,Edward,C,0.19,1841,36
9,11,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Jennifer,NA,control,0.5,1384,36
10,12,suggest,13,X happened,M,Jackson is training for a marathon,factH,Did Laura suggest that X happened?,13,F,William,Shirley,C,0.82,1439,36
11,13,confess,10,X happened,M,Zoe is a math major,factH,Did Tim confess that X happened?,10,M,David,Brandon,C,0.86,2511,36
12,14,confirm,1,X happened,F,Mary is a middle school student,factL,Did Patrick confirm that X happened?,1,M,Linda,Gregory,C,0.17,1585,36
13,15,annoyed,20,X happened,F,Charley lives in Mexico,factH,Is Anna annoyed that X happened?,20,F,Lisa,Heather,NonProj,0.77,2179,36
14,16,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Linda,NA,control,0.84,6692,36
15,17,hear,3,X happened,F,Emma is in first grade,factL,Did Justin hear that X happened?,3,M,Karen,Ryan,C,0.22,2762,36
16,18,see,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin see that X happened?,7,M,Susan,Alexander,NonProj,0.82,2263,36
17,19,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Karen,NA,control,0.82,1770,36
18,20,discover,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie discover that X happened?,14,F,Sandra,Janet,NonProj,0.16,1289,36
19,21,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Thomas,NA,control,0.18,1404,36
20,22,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Steven,NA,control,0.88,1402,36
21,23,know,5,X happened,M,Sophia is a high end fashion model,factL,Does Ben know that X happened?,5,M,Thomas,Larry,NonProj,0.52,1705,36
22,24,announce,11,X happened,F,Danny is a diabetic,factL,Did Amanda announce that X happened?,11,F,Elizabeth,Nicole,C,0.8,2870,36
23,25,reveal,6,X happened,F,Mia is a college student,factH,Did Ray reveal that X happened?,6,M,Kimberly,Ronald,NonProj,0.76,1407,36
24,26,say,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon say that X happened?,16,F,Ashley,Amanda,C,0.46,1143,36
25,27,inform_Sam,9,X happened,M,Grace loves her sister,factH,Did Andrew inform Sam that X happened?,9,M,Robert,Andrew,C,0.2,1816,36
0,2,think,17,X happened,M,Owen lives in New Orleans,factL,Does Cynthia think that X happened?,17,F,Richard,Amanda,NonProj,0.61,4093,37
1,3,annoyed,11,X happened,M,Danny is a diabetic,factL,Is Amanda annoyed that X happened?,11,F,Steven,Laura,NonProj,0.6,2751,37
2,4,establish,9,X happened,M,Grace loves her sister,factH,Did Andrew establish that X happened?,9,M,David,Raymond,NonProj,0.43,2528,37
3,5,confirm,13,X happened,M,Jackson is obese,factL,Did Laura confirm that X happened?,13,F,Christopher,Ruth,C,0.77,2368,37
4,6,hear,10,X happened,F,Zoe is 5 years old,factL,Did Tim hear that X happened?,10,M,Ashley,Eric,C,0.38,2096,37
5,7,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,William,NA,control,0.84,1768,37
6,8,say,20,X happened,M,Charley lives in Korea,factL,Did Anna say that X happened?,20,F,George,Joyce,C,0.29,2368,37
7,9,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Mark,NA,control,0.51,2120,37
8,10,reveal,18,X happened,F,Julian is Cuban,factH,Did Kathleen reveal that X happened?,18,F,Helen,Brenda,NonProj,0.58,3008,37
9,11,know,5,X happened,M,Sophia is a hipster,factH,Does Ben know that X happened?,5,M,Paul,Alexander,NonProj,0.62,1721,37
10,12,discover,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie discover that X happened?,14,F,Jessica,Catherine,NonProj,0.79,2070,37
11,13,be_right_that,16,X happened,F,Josh is a 75-year old man,factL,Is Sharon right that X happened?,16,F,Jennifer,Virginia,C,0.44,1841,37
12,14,confess,4,X happened,M,Olivia works the third shift,factH,Did Jerry confess that X happened?,4,M,James,Gregory,C,0.72,1640,37
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Ashley,NA,control,0.5,2160,37
14,16,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Christopher,NA,control,0.44,2054,37
15,17,pretend,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick pretend that X happened?,1,M,Dorothy,Benjamin,NonProj,0.65,1945,37
16,18,admit,7,X happened,F,Isabella is from Argentina,factH,Did Kevin admit that X happened?,7,M,Betty,Patrick,C,0.27,1783,37
17,19,prove,3,X happened,F,Emma is in law school,factH,Did Justin prove that X happened?,3,M,Elizabeth,Jerry,C,0.54,2119,37
18,20,acknowledge,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth acknowledge that X happened?,19,F,Nancy,Nicole,C,0.63,2049,37
19,21,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,George,NA,control,0.37,1583,37
20,22,inform_Sam,8,X happened,M,Emily never has any money,factL,Did Brian inform Sam that X happened?,8,M,Mark,Justin,C,0.78,1456,37
21,23,demonstrate,2,X happened,M,Josie doesn't have a passport,factL,Did Scott demonstrate that X happened?,2,M,William,Kevin,C,0.42,2007,37
22,24,suggest,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa suggest that X happened?,12,F,Kimberly,Rebecca,C,0.86,3057,37
23,25,see,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca see that X happened?,15,F,Michelle,Diane,NonProj,0.41,4616,37
24,26,announce,6,X happened,M,Mia is a nun,factL,Did Ray announce that X happened?,6,M,Matthew,Tyler,C,0.87,2315,37
25,27,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Jessica,NA,control,0.43,2255,37
0,2,confirm,11,X happened,F,Danny is a diabetic,factL,Did Amanda confirm that X happened?,11,F,Sandra,Shirley,C,0.69,5254,38
1,3,admit,16,X happened,F,Josh is a 75-year old man,factL,Did Sharon admit that X happened?,16,F,Michelle,Heather,C,0.25,5500,38
2,4,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,James,NA,control,0.7,5359,38
3,5,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Dorothy,NA,control,0.44,4498,38
4,6,inform_Sam,1,X happened,F,Mary is a middle school student,factL,Did Patrick inform Sam that X happened?,1,M,Karen,Justin,C,0.52,5650,38
5,7,acknowledge,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa acknowledge that X happened?,12,F,Betty,Nicole,C,0.7,4521,38
6,8,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Christopher,NA,control,0.53,3572,38
7,9,demonstrate,7,X happened,F,Isabella is from Argentina,factH,Did Kevin demonstrate that X happened?,7,M,Donna,Nicholas,C,0.7,3426,38
8,10,pretend,8,X happened,F,Emily has been saving for a year,factH,Did Brian pretend that X happened?,8,M,Elizabeth,Larry,NonProj,0.49,3629,38
9,11,suggest,9,X happened,M,Grace loves her sister,factH,Did Andrew suggest that X happened?,9,M,Steven,Alexander,C,0.74,3881,38
