,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
23,25,suggest,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon suggest that a particular thing happened?,16,F,James,Angela,C,0.03,10789,7
24,26,know,5,that thing happened,M,Sophia is a hipster,factH,Does Ben know that a particular thing happened?,5,M,David,Larry,NonProj,0.97,4147,7
25,27,admit,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura admit that a particular thing happened?,13,F,Ashley,Janet,C,0.02,4875,7
0,2,admit,14,that thing happened,F,Jayden's car is in the shop,factH,Did Stephanie admit that a particular thing happened?,14,F,Sandra,Kathleen,C,0.02,15704,8
1,3,confess,20,that thing happened,F,Charley lives in Korea,factL,Did Anna confess that a particular thing happened?,20,F,Karen,Nicole,C,0.17,9451,8
2,4,demonstrate,18,that thing happened,F,Julian is German,factL,Did Kathleen demonstrate that a particular thing happened?,18,F,Jessica,Anna,C,0.4,10453,8
3,5,acknowledge,12,that thing happened,M,Frank has always wanted a pet,factH,Did Melissa acknowledge that a particular thing happened?,12,F,Richard,Brenda,C,0.65,6481,8
4,6,say,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin say that a particular thing happened?,7,M,Kimberly,Ronald,C,0.25,8890,8
5,7,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Jessica,NA,control,0.52,8032,8
6,8,be_right_that,17,that thing happened,F,Owen lives in New Orleans,factL,Is Cynthia right that a particular thing happened?,17,F,Jennifer,Joyce,C,0.09,5867,8
7,9,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,James,NA,control,0.35,8090,8
8,10,establish,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim establish that a particular thing happened?,10,M,David,Timothy,NonProj,0.02,4846,8
9,11,discover,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda discover that a particular thing happened?,11,F,Betty,Shirley,NonProj,0.1,4179,8
10,12,announce,3,that thing happened,F,Emma is in first grade,factL,Did Justin announce that a particular thing happened?,3,M,Susan,Edward,C,0.63,6093,8
11,13,reveal,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian reveal that a particular thing happened?,8,M,Dorothy,Jacob,NonProj,0.37,3122,8
12,14,know,1,that thing happened,M,Mary is a middle school student,factL,Does Patrick know that a particular thing happened?,1,M,James,Jeffrey,NonProj,0.95,8827,8
13,15,prove,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura prove that a particular thing happened?,13,F,Michelle,Stephanie,C,0.51,4575,8
14,16,confirm,9,that thing happened,M,Grace hates her sister,factL,Did Andrew confirm that a particular thing happened?,9,M,Matthew,Andrew,C,0.52,5026,8
15,17,inform_Sam,4,that thing happened,F,Olivia works the third shift,factH,Did Jerry inform Sam that a particular thing happened?,4,M,Nancy,Larry,C,0.9,3542,8
16,18,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Christopher,NA,control,0.83,7704,8
17,19,hear,5,that thing happened,M,Sophia is a high end fashion model,factL,Did Ben hear that a particular thing happened?,5,M,Christopher,Brian,C,0.67,4072,8
18,20,pretend,15,that thing happened,F,Tony really likes to party with his friends,factH,Did Rebecca pretend that a particular thing happened?,15,F,Carol,Virginia,NonProj,0.05,4887,8
19,21,annoyed,2,that thing happened,F,Josie loves France,factH,Is Scott annoyed that a particular thing happened?,2,M,Lisa,Gregory,NonProj,0.66,8894,8
20,22,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,David,NA,control,0.26,4319,8
21,23,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Jennifer,NA,control,0.21,7449,8
22,24,think,6,that thing happened,M,Mia is a college student,factH,Does Ray think that a particular thing happened?,6,M,Kenneth,Jerry,NonProj,0.53,4962,8
23,25,suggest,16,that thing happened,F,Josh is a 5-year old boy,factH,Did Sharon suggest that a particular thing happened?,16,F,Linda,Melissa,C,0.47,7827,8
24,26,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Karen,NA,control,0.14,5163,8
25,27,see,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth see that a particular thing happened?,19,F,Margaret,Diane,NonProj,0.52,3345,8
0,2,confess,9,that thing happened,F,Grace hates her sister,factL,Did Andrew confess that a particular thing happened?,9,M,Betty,Benjamin,C,0.19,19154,9
1,3,hear,20,that thing happened,M,Charley lives in Korea,factL,Did Anna hear that a particular thing happened?,20,F,Thomas,Janet,C,0.85,10142,9
2,4,establish,17,that thing happened,F,Owen lives in Chicago,factH,Did Cynthia establish that a particular thing happened?,17,F,Susan,Julie,NonProj,0.21,9380,9
3,5,prove,7,that thing happened,M,Isabella is from Argentina,factH,Did Kevin prove that a particular thing happened?,7,M,James,Andrew,C,0.25,8854,9
4,6,see,5,that thing happened,F,Sophia is a high end fashion model,factL,Did Ben see that a particular thing happened?,5,M,Carol,Brandon,NonProj,0.67,9008,9
5,7,acknowledge,3,that thing happened,M,Emma is in law school,factH,Did Justin acknowledge that a particular thing happened?,3,M,Matthew,Gary,C,0.97,6406,9
6,8,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Kimberly,NA,control,0.97,9109,9
7,9,confirm,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim confirm that a particular thing happened?,10,M,George,Jerry,C,0.33,8858,9
8,10,demonstrate,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda demonstrate that a particular thing happened?,11,F,Elizabeth,Shirley,C,0.36,9097,9
9,11,inform_Sam,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick inform Sam that a particular thing happened?,1,M,Michelle,Jacob,C,0.77,8133,9
10,12,discover,4,that thing happened,F,Olivia has two small children,factL,Did Jerry discover that a particular thing happened?,4,M,Karen,Scott,NonProj,0.76,5262,9
11,13,know,15,that thing happened,F,Tony has been sober for 20 years,factL,Does Rebecca know that a particular thing happened?,15,F,Ashley,Joyce,NonProj,0.93,6139,9
12,14,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Ashley,NA,control,0.99,9045,9
13,15,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Thomas,NA,control,0.99,8812,9
14,16,announce,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen announce that a particular thing happened?,18,F,David,Sharon,C,0.23,4926,9
15,17,pretend,16,that thing happened,M,Josh is a 5-year old boy,factH,Did Sharon pretend that a particular thing happened?,16,F,Christopher,Nicole,NonProj,0.17,9197,9
16,18,suggest,13,that thing happened,M,Jackson is obese,factL,Did Laura suggest that a particular thing happened?,13,F,Kenneth,Cynthia,C,0.19,5790,9
17,19,admit,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth admit that a particular thing happened?,19,F,Jessica,Heather,C,0.78,5659,9
18,20,reveal,12,that thing happened,F,Frank has always wanted a pet,factH,Did Melissa reveal that a particular thing happened?,12,F,Sarah,Anna,NonProj,0.25,7200,9
19,21,think,8,that thing happened,F,Emily has been saving for a year,factH,Does Brian think that a particular thing happened?,8,M,Lisa,Raymond,NonProj,0.2,6274,9
20,22,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Betty,NA,control,0.99,8612,9
21,23,annoyed,14,that thing happened,F,Jayden's car is in the shop,factH,Is Stephanie annoyed that a particular thing happened?,14,F,Sandra,Melissa,NonProj,0.97,6057,9
22,24,be_right_that,6,that thing happened,F,Mia is a nun,factL,Is Ray right that a particular thing happened?,6,M,Kimberly,Gregory,C,0.24,7928,9
23,25,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Elizabeth,NA,control,0.99,6409,9
24,26,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Kenneth,NA,control,0.98,5506,9
25,27,say,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott say that a particular thing happened?,2,M,Donna,Ronald,C,0.29,3881,9
0,2,admit,17,that thing happened,M,Owen lives in Chicago,factH,Did Cynthia admit that a particular thing happened?,17,F,David,Nicole,C,0.78,16573,10
1,3,see,2,that thing happened,F,Josie loves France,factH,Did Scott see that a particular thing happened?,2,M,Donna,Tyler,NonProj,0.68,9119,10
2,4,know,1,that thing happened,F,Mary is a middle school student,factL,Does Patrick know that a particular thing happened?,1,M,Jennifer,Alexander,NonProj,0.58,6672,10
3,5,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Paul,NA,control,1.0,8465,10
4,6,say,6,that thing happened,F,Mia is a college student,factH,Did Ray say that a particular thing happened?,6,M,Karen,Brian,C,0.0,5015,10
5,7,acknowledge,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie acknowledge that a particular thing happened?,14,F,Michelle,Ruth,C,0.0,4671,10
6,8,confess,15,that thing happened,F,Tony really likes to party with his friends,factH,Did Rebecca confess that a particular thing happened?,15,F,Margaret,Rebecca,C,0.58,4837,10
7,9,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Helen,NA,control,1.0,6005,10
8,10,announce,4,that thing happened,F,Olivia has two small children,factL,Did Jerry announce that a particular thing happened?,4,M,Helen,Ronald,C,0.0,4544,10
9,11,inform_Sam,18,that thing happened,M,Julian is German,factL,Did Kathleen inform Sam that a particular thing happened?,18,F,Mark,Melissa,C,0.5,5768,10
10,12,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,William,NA,control,1.0,4280,10
11,13,be_right_that,5,that thing happened,F,Sophia is a hipster,factH,Is Ben right that a particular thing happened?,5,M,Linda,Kevin,C,0.0,4521,10
12,14,demonstrate,12,that thing happened,M,Frank is allergic to cats,factL,Did Melissa demonstrate that a particular thing happened?,12,F,William,Stephanie,C,0.0,4775,10
13,15,establish,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim establish that a particular thing happened?,10,M,Robert,Scott,NonProj,0.0,3792,10
14,16,reveal,3,that thing happened,M,Emma is in law school,factH,Did Justin reveal that a particular thing happened?,3,M,Steven,Gary,NonProj,0.26,4361,10
15,17,discover,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon discover that a particular thing happened?,16,F,Paul,Rachel,NonProj,0.81,5351,10
16,18,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Michelle,NA,control,1.0,6128,10
17,19,prove,9,that thing happened,M,Grace loves her sister,factH,Did Andrew prove that a particular thing happened?,9,M,Kenneth,Benjamin,C,0.0,3439,10
18,20,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Robert,NA,control,1.0,4425,10
19,21,confirm,8,that thing happened,F,Emily never has any money,factL,Did Brian confirm that a particular thing happened?,8,M,Nancy,Eric,C,0.0,2896,10
20,22,hear,11,that thing happened,F,Danny loves cake,factH,Did Amanda hear that a particular thing happened?,11,F,Elizabeth,Christina,C,0.31,5200,10
21,23,suggest,13,that thing happened,F,Jackson is obese,factL,Did Laura suggest that a particular thing happened?,13,F,Lisa,Heather,C,0.0,3744,10
22,24,annoyed,20,that thing happened,M,Charley lives in Mexico,factH,Is Anna annoyed that a particular thing happened?,20,F,Richard,Virginia,NonProj,1.0,13599,10
23,25,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Lisa,NA,control,1.0,6768,10
24,26,think,19,that thing happened,F,Jon lives 10 miles away from work,factL,Does Ruth think that a particular thing happened?,19,F,Dorothy,Carolyn,NonProj,0.0,10169,10
25,27,pretend,7,that thing happened,F,Isabella is from Argentina,factH,Did Kevin pretend that a particular thing happened?,7,M,Betty,Raymond,NonProj,0.0,4223,10
0,2,establish,3,that thing happened,F,Emma is in first grade,factL,Did Justin establish that a particular thing happened?,3,M,Betty,Timothy,NonProj,0.17,18515,11
1,3,know,8,that thing happened,M,Emily has been saving for a year,factH,Does Brian know that a particular thing happened?,8,M,Paul,Jacob,NonProj,0.9,12156,11
2,4,see,2,that thing happened,M,Josie loves France,factH,Did Scott see that a particular thing happened?,2,M,Christopher,Raymond,NonProj,0.22,8345,11
3,5,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Betty,NA,control,0.95,15490,11
4,6,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Margaret,NA,control,0.94,11044,11
5,7,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Thomas,NA,control,0.93,8661,11
6,8,annoyed,1,that thing happened,F,Mary is a middle school student,factL,Is Patrick annoyed that a particular thing happened?,1,M,Sandra,Scott,NonProj,0.94,5748,11
